,id,sex,age_cat,race,priors_count,c_charge_degree,two_year_recid
4651,7109,0,1,0,0,1,0
4652,7110,0,0,0,1,1,0
4653,7111,0,1,0,3,0,1
4654,7112,0,1,1,10,0,1
4655,7114,0,2,1,0,1,1
4657,7117,0,1,0,0,1,0
4658,7119,0,2,1,3,0,0
4659,7120,0,1,0,,1,1
4661,7123,0,0,1,0,0,1
4662,7124,0,0,0,4,0,1
4663,7125,1,0,1,5,1,0
4664,7126,1,1,0,0,0,0
4666,7130,0,0,0,4,1,1
4667,7131,0,0,1,7,1,1
4668,7135,0,1,0,3,1,0
4672,7141,0,0,0,1,1,0
4675,7144,0,0,1,3,0,0
4678,7149,0,2,0,1,1,0
4679,7150,1,2,1,,0,1
4680,7151,0,0,1,5,1,1
4682,7154,0,1,0,1,0,0
4685,7158,0,0,0,2,1,1
4687,7160,0,2,1,5,1,1
4690,7164,0,1,0,,1,0
4691,7166,1,0,1,1,1,0
4692,7167,1,0,1,2,0,0
4693,7170,0,2,0,0,1,0
4694,7171,0,0,0,2,1,0
4696,7175,,2,1,3,1,0
4697,7176,0,0,0,,1,0
4702,7184,0,0,1,2,1,1
4704,7186,,0,0,1,1,0
4705,7187,,0,1,,0,1
4706,7188,0,0,1,,0,0
4707,7189,0,2,0,0,0,1
4710,7194,0,0,1,3,0,1
4712,7197,0,0,0,0,1,0
4713,7198,0,2,1,1,1,1
4714,7199,0,0,1,1,1,0
4715,7200,0,2,1,,1,0
4716,7202,0,0,1,2,1,0
4717,7203,0,1,1,0,1,0
4718,7204,0,0,0,3,0,0
4719,7205,0,0,0,0,1,1
4722,7211,0,0,1,7,0,1
4723,7214,1,0,1,7,0,1
4724,7216,0,0,1,7,1,1
4725,7217,0,0,0,7,1,0
4726,7218,0,0,1,0,0,0
4727,7219,0,0,1,3,1,0
4728,7222,1,0,0,5,1,1
4730,7224,,2,1,1,1,1
4731,7225,0,0,1,7,1,1
4732,7226,0,0,0,6,1,1
4733,7227,0,1,0,3,1,0
4734,7228,0,0,0,4,1,1
4736,7233,0,0,1,12,1,1
4738,7235,0,2,0,1,1,0
4740,7237,0,0,0,3,0,0
4741,7238,1,1,0,0,0,0
4743,7240,0,0,1,4,0,0
4746,7243,0,0,1,2,0,1
4747,7245,0,0,1,5,0,1
4748,7246,0,2,0,,1,0
4750,7249,1,0,1,1,1,0
4751,7250,0,1,1,9,1,0
4752,7252,1,0,1,3,1,1
4753,7253,0,0,1,7,0,1
4754,7254,0,2,0,,1,1
4755,7255,0,0,1,,0,1
4756,7257,0,2,0,1,1,1
4757,7258,0,0,1,8,1,1
4758,7259,0,0,0,5,0,0
4760,7263,0,1,0,3,1,0
4761,7264,1,0,0,5,0,1
4762,7265,0,1,1,13,0,0
4763,7266,0,2,0,0,1,0
4764,7268,0,0,1,29,1,0
4765,7269,1,1,0,0,0,0
4766,7271,1,1,0,0,0,0
4768,7275,1,0,0,0,0,0
4769,7276,0,1,0,4,0,0
4770,7278,1,2,1,5,1,1
4771,7279,0,0,1,1,0,1
4772,7280,0,0,1,19,0,1
4773,7281,0,0,0,0,0,0
4775,7284,0,0,0,2,1,0
4776,7285,0,2,1,3,1,1
4777,7286,0,0,0,,1,0
4779,7289,0,0,1,20,1,1
4785,7298,1,0,1,1,1,0
4786,7299,0,0,1,9,1,1
4787,7300,,2,0,1,1,0
4788,7301,0,0,1,2,1,1
4790,7304,0,0,0,0,1,0
4792,7308,0,1,0,,1,1
4793,7310,0,0,0,5,1,0
4795,7312,0,0,0,6,1,1
4796,7315,0,2,1,2,0,1
4799,7318,,0,1,3,1,0
4800,7319,0,0,0,2,0,1
4801,7320,0,2,0,3,1,1
4802,7321,0,0,1,0,1,0
4804,7323,0,0,1,19,1,1
4805,7324,0,0,0,0,1,0
4806,7326,0,2,1,3,1,0
4808,7328,0,0,1,6,1,1
4809,7330,1,0,1,3,1,1
4810,7331,1,0,0,0,1,1
4813,7335,0,2,1,2,1,1
4815,7338,,2,1,4,1,1
4816,7339,0,0,1,1,0,1
4817,7340,1,0,0,0,1,1
4818,7341,0,0,1,0,0,1
4819,7342,,0,0,0,1,1
4820,7343,0,0,0,0,1,0
4826,7354,1,1,0,4,0,0
4827,7355,1,0,0,2,0,0
4830,7359,0,2,0,1,1,0
4831,7360,1,2,0,2,1,0
4834,7365,0,0,0,3,1,0
4835,7368,1,0,1,1,0,0
4838,7373,0,0,1,15,1,1
4839,7375,0,2,1,,0,1
4841,7381,1,0,1,0,1,0
4843,7383,0,2,0,,1,1
4844,7384,0,2,1,1,1,0
4845,7385,0,1,0,1,1,1
4847,7387,0,0,0,12,1,0
4851,7393,0,2,1,0,0,1
4852,7394,0,0,0,1,1,0
4853,7395,,0,1,17,1,1
4856,7400,1,0,1,2,0,0
4857,7402,0,0,0,4,0,1
4858,7403,0,0,1,6,1,1
4859,7405,1,2,0,9,0,1
4860,7406,0,2,1,1,1,1
4861,7409,1,0,1,3,1,1
4862,7410,0,1,0,,1,0
4864,7412,0,0,0,0,1,1
4865,7413,0,2,1,3,1,1
4867,7417,1,1,0,0,1,0
4868,7419,0,2,1,1,1,0
4869,7420,0,0,0,0,1,1
4870,7421,0,0,0,0,0,0
4871,7422,0,2,1,1,1,0
4872,7423,0,1,1,0,1,1
4873,7424,0,0,1,0,1,0
4874,7425,0,2,1,0,1,0
4875,7426,0,0,1,5,1,0
4876,7427,0,0,1,8,0,0
4877,7429,0,2,0,0,0,1
4878,7432,0,0,0,2,1,0
4879,7434,0,2,1,1,1,0
4880,7435,,0,1,0,1,0
4881,7437,1,0,0,20,1,1
4882,7439,0,0,1,1,1,1
4883,7440,0,0,1,5,1,0
4886,7443,1,0,1,,0,0
4887,7444,0,2,1,1,1,0
4889,7446,,1,0,0,1,0
4890,7447,1,2,1,0,0,0
4891,7448,1,0,1,0,1,0
4893,7450,0,0,1,13,0,1
4894,7451,0,1,0,1,0,0
4898,7459,0,0,1,10,1,1
4900,7462,0,1,0,,0,1
4901,7464,0,2,1,2,1,1
4902,7465,0,2,0,0,1,0
4903,7466,0,0,0,0,0,0
4905,7468,0,0,0,2,1,1
4906,7469,0,0,1,4,1,1
4907,7472,0,1,0,0,0,0
4908,7475,0,1,0,1,0,0
4909,7476,0,1,1,6,0,0
4910,7477,0,2,1,1,1,0
4911,7478,0,0,1,4,1,1
4912,7479,0,2,0,0,1,0
4913,7480,0,0,0,,1,0
4914,7481,0,2,0,0,1,1
4915,7482,0,0,1,3,0,1
4916,7484,1,0,1,8,1,1
4918,7487,0,0,0,1,1,0
4919,7488,0,2,1,0,1,1
4920,7490,1,0,1,1,0,0
4921,7493,1,2,1,0,1,1
4922,7495,0,1,0,4,0,0
4923,7496,0,2,0,0,1,0
4924,7497,0,2,1,0,1,1
4925,7499,0,0,0,1,0,0
4926,7500,1,0,1,1,1,0
4927,7502,0,0,0,11,1,1
4928,7503,0,0,1,1,1,0
4930,7510,0,0,1,0,1,0
4931,7511,0,2,1,0,1,1
4932,7513,0,2,1,1,1,1
4933,7514,0,0,0,3,1,0
4934,7515,0,2,1,1,1,1
4936,7517,1,0,1,0,0,0
4937,7519,0,0,1,1,1,0
4938,7520,1,2,0,0,0,0
4939,7522,0,0,1,7,1,1
4942,7525,0,0,0,2,1,0
4943,7526,0,2,0,0,0,1
4944,7530,1,0,1,,0,0
4945,7531,0,0,1,,1,1
4946,7534,0,0,0,1,1,1
4947,7535,0,0,1,1,1,1
4948,7536,0,0,0,1,1,0
4952,7541,0,1,0,5,0,0
4955,7545,0,2,0,3,1,0
4956,7546,0,2,0,2,0,0
4957,7547,1,1,0,0,1,0
4959,7551,0,2,1,0,0,1
4962,7555,1,1,0,0,0,0
4963,7556,0,2,0,0,0,0
4964,7559,0,0,0,8,1,0
4965,7560,0,0,0,3,1,1
4966,7561,0,0,0,10,1,0
4967,7562,0,0,1,1,1,0
4968,7563,1,0,0,1,0,0
4969,7564,0,0,0,3,1,0
4973,7571,0,0,1,0,1,0
4974,7572,0,1,0,,0,1
4975,7573,0,0,1,16,1,1
4976,7574,1,1,0,1,0,0
4979,7578,1,0,1,2,0,0
4980,7580,1,1,0,2,1,1
4984,7587,0,0,1,6,0,1
4986,7589,0,0,1,,1,1
4994,7604,0,1,0,0,0,0
4996,7606,0,0,0,11,0,1
4998,7611,0,1,0,26,1,1
4999,7612,0,1,0,2,0,1
5001,7615,0,0,1,0,1,0
5004,7622,0,2,1,3,1,1
5005,7624,0,0,0,16,1,1
5007,7631,,2,0,0,1,1
5008,7634,0,0,1,0,1,0
5009,7635,0,1,0,0,0,0
5010,7636,1,0,1,0,0,0
5014,7640,0,0,0,,1,1
5015,7642,,1,1,18,1,0
5016,7644,0,2,1,4,1,0
5018,7647,0,1,1,2,1,0
5020,7649,0,1,1,3,1,1
5021,7650,0,0,0,1,1,1
5023,7652,0,0,1,8,1,1
5025,7654,,0,1,1,1,0
5029,7659,0,0,0,1,1,0
5031,7661,1,1,0,28,1,1
5032,7663,1,1,0,0,1,0
5033,7667,0,0,0,1,0,0
5036,7670,0,0,1,4,1,1
5039,7674,0,2,1,0,0,1
5040,7675,0,2,0,0,1,1
5041,7676,0,0,0,3,0,1
5042,7677,1,0,0,0,0,0
5043,7678,,0,1,7,1,1
5044,7679,,1,0,2,0,1
5045,7680,0,1,0,2,1,0
5047,7682,1,0,1,1,1,0
5048,7683,1,2,1,2,1,1
5052,7689,0,0,1,8,1,1
5053,7690,0,1,0,14,1,1
5054,7692,0,1,0,2,0,0
5056,7694,0,1,1,0,0,0
5057,7697,0,0,1,0,0,0
5058,7698,0,0,1,11,1,1
5062,7704,0,0,1,0,1,0
5063,7705,1,1,0,2,1,0
5066,7710,0,2,0,3,1,1
5067,7711,0,2,1,0,1,0
5068,7712,0,2,1,0,0,0
5069,7714,0,0,1,6,1,1
5071,7720,0,1,1,0,0,1
5072,7721,1,2,1,0,1,1
5073,7722,,2,1,3,1,1
5075,7725,0,1,1,0,0,0
5076,7726,0,1,0,3,0,0
5079,7730,0,0,0,2,0,1
5080,7732,0,1,1,5,0,1
5081,7733,0,0,1,3,0,1
5082,7734,0,0,1,0,1,1
5083,7735,1,1,0,1,0,0
5084,7736,0,0,1,2,1,0
5085,7737,0,2,0,,1,0
5086,7738,0,0,0,2,1,0
5087,7740,0,0,1,8,0,0
5088,7741,0,2,1,0,1,1
5090,7744,0,1,0,8,0,1
5091,7745,0,0,0,1,1,0
5093,7752,0,0,0,,1,1
5094,7753,0,1,1,1,0,0
5095,7754,,0,0,2,0,1
5100,7760,1,2,1,2,1,1
5101,7762,0,0,0,1,0,1
5104,7766,1,0,0,9,1,1
5105,7768,0,1,0,1,0,0
5106,7770,0,0,1,12,1,0
5108,7774,1,0,0,6,0,1
5109,7775,0,0,1,2,1,0
5111,7781,0,2,1,1,1,1
5112,7785,0,0,1,19,1,1
5114,7788,0,0,1,7,1,1
5116,7791,0,2,1,1,0,1
5117,7792,1,0,1,,1,0
5119,7794,1,2,0,1,0,0
5121,7797,0,1,0,6,0,1
5123,7800,1,1,1,,1,0
5125,7804,0,0,1,3,1,1
5126,7806,0,0,0,3,0,0
5127,7807,0,0,0,13,1,1
5129,7809,1,1,0,0,1,1
5130,7811,0,0,0,1,0,0
5133,7815,1,0,0,4,0,1
5135,7818,0,0,0,1,1,0
5138,7821,0,0,0,1,1,0
5139,7823,1,1,0,,1,1
5140,7825,0,2,1,2,1,1
5141,7830,1,0,1,2,1,1
5142,7832,0,0,1,8,0,1
5143,7834,0,0,1,1,1,0
5144,7835,0,0,1,,0,1
5145,7837,,1,0,1,1,0
5146,7838,0,2,1,0,0,1
5147,7840,0,2,0,1,1,0
5149,7843,0,0,0,,0,0
5151,7847,0,0,0,0,0,0
5152,7848,1,2,0,0,1,0
5155,7852,0,0,0,3,0,1
5156,7853,0,0,1,3,0,1
5157,7856,1,2,0,0,1,1
5162,7867,0,0,1,,1,0
5163,7868,1,0,1,0,1,0
5166,7871,,2,1,1,1,1
5167,7874,0,0,0,1,1,1
5168,7875,0,0,1,4,1,1
5169,7881,0,0,1,0,0,0
5170,7882,0,1,0,3,1,0
5171,7884,0,0,0,,1,1
5172,7889,0,0,0,0,1,1
5173,7890,0,0,1,6,0,0
5176,7895,1,0,0,0,0,0
5178,7897,1,2,0,0,0,1
5179,7898,0,0,1,2,1,0
5181,7901,0,0,0,6,0,1
5182,7902,0,1,0,0,0,0
5183,7903,1,1,1,0,0,0
5186,7906,0,0,1,3,1,1
5188,7909,0,1,1,8,1,0
5190,7912,0,2,0,0,1,1
5191,7913,0,0,1,4,0,0
5192,7914,0,1,0,0,0,0
5193,7915,0,0,1,0,1,0
5194,7916,,0,1,,1,0
5195,7917,0,1,1,17,1,0
5198,7922,0,0,1,,1,0
5199,7923,0,1,0,7,1,1
5200,7928,0,0,0,0,1,0
5201,7929,1,0,1,1,1,0
5202,7930,0,2,0,5,0,1
5204,7932,0,0,1,1,0,0
5206,7936,0,0,0,4,0,1
5207,7942,1,0,1,8,1,1
5209,7944,0,0,0,2,0,0
5210,7945,0,0,0,2,1,0
5211,7946,0,2,0,0,1,0
5212,7948,0,0,1,0,1,0
5213,7949,1,0,0,0,0,0
5216,7955,0,2,1,3,1,1
5217,7958,,1,0,5,0,0
5218,7960,1,1,0,1,0,1
5219,7962,1,0,1,0,1,0
5221,7964,,0,1,0,0,0
5222,7966,0,0,1,12,1,1
5225,7971,0,0,0,3,1,1
5226,7972,1,0,0,0,1,0
5227,7973,0,0,1,0,0,0
5228,7974,0,0,1,0,0,1
5229,7975,0,2,0,11,1,1
5230,7976,0,0,0,8,1,1
5231,7977,,2,1,0,0,0
5232,7979,0,1,0,21,1,1
5233,7981,,0,0,13,1,0
5237,7987,0,0,0,10,1,1
5238,7988,0,0,1,,1,1
5239,7989,0,2,1,3,1,1
5240,7991,0,0,1,5,0,0
5241,7992,0,1,0,18,1,1
5242,7993,1,0,0,3,1,1
5245,8000,1,0,1,1,1,1
5246,8002,0,1,1,,0,0
5247,8003,0,0,0,0,1,0
5248,8004,0,0,0,9,1,1
5249,8007,,0,1,2,1,0
5250,8008,0,0,1,,0,0
5251,8009,0,0,1,13,1,1
5252,8010,0,2,0,0,0,0
5253,8014,0,1,1,7,0,1
5254,8016,0,0,1,6,1,1
5255,8018,,0,0,10,1,1
5256,8019,1,1,0,0,1,0
5257,8021,0,1,0,8,1,0
5258,8022,0,2,1,3,1,1
5259,8023,0,0,1,7,0,0
5260,8024,,0,1,3,0,1
5262,8027,0,1,0,0,0,1
5263,8028,1,2,0,0,1,1
5264,8030,0,2,1,2,0,1
5265,8031,0,0,1,8,0,1
5266,8032,0,0,0,0,0,0
5269,8038,,1,1,0,1,0
5270,8039,0,0,0,1,0,0
5271,8040,0,0,1,0,1,0
5274,8045,0,2,0,6,1,1
5275,8046,0,0,1,13,1,1
5277,8048,0,0,0,2,1,0
5278,8049,0,0,0,0,0,0
5279,8050,1,0,0,1,1,0
5281,8053,0,2,1,,1,1
5284,8059,0,1,0,10,0,0
5285,8060,0,1,0,0,1,0
5286,8061,0,0,0,4,1,0
5288,8063,0,1,0,2,1,0
5289,8065,0,0,1,4,0,1
5290,8066,0,2,0,2,1,1
5291,8068,0,0,0,6,1,0
5292,8071,0,1,0,13,0,0
5293,8072,0,2,1,2,1,1
5294,8075,0,0,1,1,1,0
5296,8078,1,1,0,0,0,0
5297,8081,0,0,0,3,1,1
5298,8082,0,1,1,8,1,1
5299,8084,0,0,0,5,1,0
5300,8085,0,2,1,0,1,1
5301,8087,0,1,0,0,0,1
5302,8090,0,0,0,1,1,1
5303,8091,0,0,1,0,1,1
5304,8093,1,0,1,1,0,0
5305,8094,0,1,0,0,0,0
5306,8095,0,0,0,4,1,1
5307,8097,0,0,1,5,1,1
5308,8098,1,2,1,0,0,0
5309,8099,0,0,0,0,0,0
5310,8100,0,0,1,5,0,1
5311,8104,1,0,1,16,1,0
5312,8105,0,2,1,3,1,1
5313,8106,0,1,1,1,1,1
5314,8107,1,1,0,1,0,0
5315,8110,1,2,0,0,0,0
5317,8112,1,1,1,1,0,0
5319,8114,0,2,1,7,0,1
5321,8116,0,2,0,1,1,0
5322,8117,0,0,0,0,1,1
5323,8118,0,0,1,4,0,0
5325,8120,,0,1,12,0,0
5326,8121,0,0,1,1,1,0
5327,8124,1,0,0,4,1,1
5328,8125,0,2,0,0,1,0
5330,8129,0,0,1,5,1,1
5331,8130,0,1,1,,1,0
5332,8132,0,2,1,1,1,0
5333,8133,0,0,1,1,1,1
5334,8134,0,0,0,0,0,1
5336,8136,0,1,0,1,1,1
5337,8137,0,0,1,1,1,0
5338,8138,0,1,1,1,1,0
5340,8141,0,2,0,0,1,0
5343,8145,0,2,1,1,0,1
5344,8146,0,0,1,1,1,0
5345,8147,0,0,1,17,1,1
5346,8148,0,1,0,0,0,0
5347,8149,0,0,0,3,0,0
5348,8150,1,0,1,2,0,0
5350,8153,0,1,0,0,0,0
5352,8155,0,0,0,0,0,0
5353,8157,0,0,0,0,1,0
5354,8160,1,2,0,1,1,0
5355,8161,1,2,1,0,1,0
5357,8163,0,2,1,0,0,1
5359,8168,1,2,1,0,0,1
5360,8169,0,0,1,,0,0
5361,8171,0,0,0,0,0,0
5363,8173,1,0,0,1,0,1
5364,8174,0,0,1,1,1,0
5365,8179,0,2,0,0,0,1
5366,8182,0,2,1,1,1,0
5367,8183,0,1,0,3,1,1
5368,8184,0,0,0,4,1,1
5371,8188,0,0,0,3,0,0
5372,8189,0,1,0,0,1,0
5374,8191,0,2,1,0,1,0
5375,8193,0,2,1,0,1,1
5377,8196,0,1,0,8,1,1
5378,8197,0,1,0,2,1,1
5379,8201,0,0,0,2,0,1
5380,8203,0,0,1,2,1,1
5381,8204,0,1,1,,1,0
5382,8205,0,0,0,0,1,1
5383,8207,0,0,0,3,0,1
5386,8211,0,0,0,1,1,0
5387,8212,0,0,0,0,1,0
5390,8216,0,0,1,3,0,0
5392,8218,1,2,0,0,0,0
5393,8219,0,0,1,3,0,1
5395,8222,0,2,0,0,1,1
5396,8223,1,0,0,,1,0
5398,8225,0,1,0,0,0,0
5399,8226,0,0,0,3,1,1
5400,8230,0,1,0,2,0,0
5401,8231,0,0,1,6,1,0
5402,8232,1,0,1,6,1,1
5406,8239,0,0,1,7,1,0
5407,8240,,0,1,1,0,0
5409,8245,1,0,0,,0,0
5411,8248,0,0,0,,0,1
5412,8249,1,0,0,7,1,1
5413,8250,0,2,1,6,1,1
5415,8253,0,0,1,0,0,0
5417,8256,0,0,1,11,1,1
5418,8257,0,0,1,8,0,0
5420,8259,0,1,1,0,1,0
5423,8262,0,1,0,0,0,1
5424,8263,0,1,1,9,1,0
5425,8264,0,0,1,1,1,1
5426,8265,0,0,1,0,1,0
5427,8266,0,0,1,3,1,0
5428,8267,0,1,1,3,1,1
5429,8268,0,0,0,5,1,0
5430,8269,1,0,1,11,1,1
5435,8281,1,0,0,3,1,0
5437,8283,1,0,0,2,1,1
5439,8285,0,0,1,8,0,1
5440,8287,1,2,0,3,0,1
5441,8288,,0,1,8,1,0
5442,8289,0,0,0,1,1,0
5444,8291,0,1,1,4,0,0
5446,8294,1,1,0,0,0,0
5447,8296,1,0,0,2,0,0
5448,8298,,0,0,0,1,0
5449,8299,0,0,1,2,1,0
5452,8304,1,0,0,6,1,0
5453,8306,0,0,1,15,0,1
5454,8307,1,1,1,5,1,0
5455,8308,0,0,1,6,1,1
5457,8311,1,2,0,1,1,0
5458,8312,0,0,1,0,1,0
5460,8314,,0,1,4,1,0
5461,8315,0,2,1,3,0,1
5468,8322,1,0,1,13,1,1
5470,8326,0,0,0,10,1,1
5471,8328,0,0,0,10,0,1
5472,8340,0,1,0,0,1,0
5473,8341,0,1,0,1,0,0
5476,8347,0,1,0,1,1,0
5477,8348,0,1,0,3,0,0
5478,8349,,0,1,2,1,0
5479,8350,0,2,1,0,1,1
5481,8354,0,0,0,9,1,1
5483,8356,1,0,0,1,0,1
5486,8359,0,1,0,0,1,1
5487,8360,0,0,1,,1,1
5488,8361,0,0,1,7,1,0
5489,8362,0,0,0,,1,1
5492,8367,0,0,1,15,1,1
5493,8369,0,1,0,5,0,0
5494,8373,0,1,0,2,0,0
5495,8375,0,1,1,21,1,1
5496,8378,0,1,0,8,1,1
5498,8380,1,0,0,3,1,1
5499,8381,0,0,1,1,0,0
5501,8384,1,0,1,3,1,0
5504,8389,0,0,0,4,1,0
5505,8390,0,0,0,0,1,0
5507,8394,0,2,1,0,1,1
5511,8401,0,0,0,16,1,1
5513,8404,0,1,0,1,1,0
5515,8406,0,0,0,5,1,1
5516,8407,0,0,0,0,1,1
5517,8408,0,0,0,0,0,0
5519,8410,0,0,1,8,1,1
5520,8411,0,0,1,7,1,0
5521,8413,0,0,1,3,1,1
5522,8415,0,0,0,,1,0
5523,8416,1,2,1,0,1,0
5524,8418,0,0,0,0,1,0
5525,8419,0,0,1,0,1,0
5526,8421,1,2,1,0,0,0
5527,8422,1,0,0,2,1,1
5529,8424,1,0,0,1,1,1
5531,8426,0,1,0,0,1,0
5533,8428,1,0,0,7,1,1
5535,8432,0,0,1,18,0,1
5536,8434,0,0,1,0,1,1
5537,8435,0,2,1,1,1,0
5540,8438,1,0,0,12,1,1
5542,8440,0,0,0,6,1,0
5546,8448,0,0,1,4,1,0
5547,8449,0,0,0,3,0,1
5548,8450,0,0,0,2,1,1
5549,8452,0,0,0,1,0,0
5553,8458,0,1,0,2,1,0
5555,8462,0,0,0,1,1,0
5556,8463,,2,1,0,1,0
5557,8465,0,2,1,0,1,0
5558,8467,0,0,1,6,0,1
5560,8469,0,0,1,4,1,1
5561,8471,0,2,1,2,1,1
5563,8473,1,0,0,0,0,1
5564,8475,1,0,0,5,1,0
5565,8476,0,1,0,2,0,0
5566,8477,0,0,1,2,1,0
5567,8478,0,0,0,15,1,0
5570,8483,1,0,1,,1,0
5571,8484,0,2,0,0,0,1
5572,8485,0,1,0,1,0,1
5573,8486,1,1,1,7,1,1
5574,8487,0,0,0,3,1,0
5576,8492,,0,1,7,1,1
5577,8494,1,0,0,0,0,0
5578,8496,0,2,0,0,1,1
5579,8500,0,2,1,0,1,1
5582,8504,0,0,0,5,1,1
5583,8505,0,2,1,2,0,1
5585,8508,0,0,1,0,0,0
5586,8511,0,2,0,0,1,0
5587,8512,0,0,1,29,1,1
5588,8514,1,1,0,1,0,1
5589,8515,1,0,1,1,1,0
5590,8517,0,2,1,0,0,1
5591,8518,0,2,1,1,1,1
5592,8520,0,0,1,6,1,1
5597,8527,1,1,0,7,0,1
5600,8532,0,0,1,1,1,0
5601,8533,0,0,1,0,1,0
5602,8534,1,0,0,,1,1
5603,8535,0,1,1,0,1,1
5605,8543,0,2,1,1,1,1
5606,8544,,0,0,0,0,1
5607,8546,0,2,0,,1,0
5610,8551,1,1,0,,1,0
5611,8552,0,0,1,17,1,1
5612,8554,0,0,1,0,1,1
5613,8558,,1,1,8,1,1
5614,8559,0,0,1,,1,1
5615,8560,,1,0,2,0,0
5617,8565,0,0,1,13,1,1
5618,8568,0,2,1,4,1,1
5619,8569,0,1,0,2,1,1
5620,8570,0,1,0,,1,1
5622,8574,1,0,0,0,0,0
5623,8575,,0,1,1,0,0
5625,8577,1,1,0,2,0,0
5626,8578,,2,0,5,1,1
5627,8579,0,1,1,1,0,0
5628,8580,0,0,1,3,0,0
5629,8583,0,0,1,8,0,1
5630,8586,0,1,1,2,0,0
5631,8589,0,0,0,0,1,0
5634,8594,0,0,0,,1,1
5635,8595,0,1,0,11,1,0
5637,8597,0,0,1,2,1,0
5638,8598,,2,1,4,1,1
5640,8601,0,1,1,9,1,1
5641,8602,0,2,0,5,1,1
5643,8605,0,0,1,6,1,0
5645,8608,0,0,1,1,0,0
5647,8610,0,1,0,3,0,0
5649,8612,0,2,1,6,1,1
5650,8613,0,0,0,2,0,0
5651,8616,,0,0,4,1,0
5652,8617,0,0,1,3,1,0
5654,8619,0,0,0,0,1,0
5655,8621,0,0,1,1,1,0
5656,8622,0,0,1,1,1,1
5657,8625,0,2,1,0,1,0
5658,8626,0,0,0,,1,1
5661,8630,0,0,1,14,1,1
5662,8633,0,2,0,2,1,1
5664,8635,0,1,1,0,1,0
5665,8636,0,0,1,6,1,1
5666,8638,0,0,1,9,1,1
5667,8639,1,2,1,2,1,0
5668,8641,0,1,0,1,0,0
5669,8642,0,1,0,4,1,0
5670,8644,1,0,1,0,0,0
5671,8646,1,2,0,0,0,0
5673,8649,0,0,0,3,1,1
5675,8651,0,0,1,6,0,1
5676,8652,0,0,1,1,1,0
5678,8655,0,1,0,1,1,1
5679,8656,1,2,1,1,0,0
5680,8657,0,0,0,0,1,1
5682,8661,0,1,0,,0,0
5685,8665,0,0,1,,1,1
5686,8667,0,0,1,16,1,1
5687,8668,1,0,0,0,0,0
5688,8670,,0,0,2,0,0
5689,8672,1,0,1,1,1,0
5690,8673,0,0,0,0,0,0
5691,8674,0,0,1,0,0,0
5692,8675,0,0,0,5,1,0
5693,8676,,0,1,0,1,0
5694,8679,0,0,1,2,1,0
5695,8681,0,0,1,12,1,1
5697,8683,0,0,0,2,1,0
5699,8685,0,0,1,19,1,0
5700,8686,1,2,0,1,0,0
5701,8688,1,0,0,0,1,0
5702,8691,0,0,0,1,0,0
5703,8694,0,0,0,,1,0
5704,8695,0,1,0,0,1,0
5705,8696,0,0,0,4,1,0
5707,8701,0,0,1,4,1,1
5708,8702,0,0,0,12,0,1
5709,8703,1,1,0,0,1,0
5711,8706,0,0,0,2,1,1
5714,8710,,0,1,1,0,0
5716,8712,1,0,0,1,1,0
5717,8715,1,2,1,0,0,1
5719,8717,1,0,1,,0,0
5720,8719,,1,0,,1,1
5724,8727,0,0,0,4,1,0
5725,8728,1,2,0,0,0,0
5726,8729,0,0,0,12,1,0
5727,8731,0,0,0,0,1,1
5728,8732,0,0,1,2,0,0
5730,8735,,0,1,0,0,0
5731,8737,1,0,1,8,1,0
5732,8739,0,2,0,,0,0
5733,8741,1,0,0,0,1,1
5734,8742,1,0,0,0,0,1
5735,8743,0,0,1,8,0,1
5736,8744,0,2,1,2,1,1
5737,8745,1,0,0,1,0,0
5738,8746,0,0,0,3,1,0
5739,8747,,0,0,5,1,1
5740,8748,0,1,0,1,1,1
5743,8752,0,0,0,1,1,0
5744,8754,0,0,0,3,1,0
5747,8757,0,2,0,1,1,0
5748,8758,0,1,0,13,0,1
5749,8759,1,0,1,4,1,0
5750,8760,1,0,1,6,1,1
5751,8761,0,0,0,4,0,1
5752,8762,0,0,0,1,1,0
5754,8765,0,0,1,8,0,1
5759,8774,0,0,0,3,0,0
5761,8776,0,0,0,7,1,1
5762,8777,0,2,0,1,1,0
5763,8778,1,1,0,0,0,0
5764,8781,0,0,0,5,0,1
5765,8783,0,1,1,,1,1
5767,8786,0,0,1,1,0,0
5768,8787,1,0,0,3,1,1
5769,8789,0,2,0,,0,0
5771,8791,1,0,0,0,0,0
5772,8792,1,0,0,,1,1
5773,8794,1,0,0,1,1,0
5774,8797,0,0,1,0,1,0
5776,8799,0,2,1,2,1,1
5777,8800,1,0,0,9,0,1
5778,8802,1,0,1,5,0,0
5784,8813,0,0,1,0,1,1
5786,8816,0,0,0,,1,0
5787,8818,0,0,1,2,0,0
5789,8820,0,2,1,2,0,1
5790,8821,0,2,1,,1,1
5792,8826,0,1,1,13,1,0
5794,8828,0,1,0,1,1,0
5797,8832,0,2,1,2,1,1
5798,8834,0,0,1,11,1,1
5800,8838,1,0,0,0,0,0
5802,8842,,1,0,1,1,0
5803,8843,0,0,1,,0,1
5807,8847,1,0,1,3,1,1
5808,8849,0,2,1,1,1,0
5809,8852,1,2,1,3,0,1
5810,8854,0,0,1,4,1,0
5811,8855,0,1,0,12,1,1
5813,8857,0,0,0,0,0,0
